Car_Name,Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color
Hyundai Creta,29.48,20.5,5,SUV,Electric,Manual,Excellent,Luxury,Silver
Hyundai Verna,16.53,22.2,5,Sedan,Hybrid,Automatic,Used,Luxury,Red
Honda Amaze,10.01,13.0,4,Sedan,Hybrid,Manual,Excellent,Sporty,White
Tata Harrier,24.62,15.4,5,SUV,Diesel,Automatic,Used,Luxury,Red
Toyota Innova,19.65,12.3,7,MUV,Hybrid,Automatic,Excellent,Family,Black
Tata Punch,8.38,13.4,5,Hatchback,Diesel,Manual,Used,Family,Blue
Renault Kiger,28.08,17.2,5,SUV,Diesel,Manual,Excellent,Sporty,Grey
Renault Triber,11.23,22.9,7,MUV,Electric,Manual,New,Family,Red
Tata Harrier,32.14,16.9,5,SUV,CNG,Automatic,Excellent,Sporty,White
Tata Harrier,32.36,23.5,4,SUV,Hybrid,Automatic,New,Sporty,White
Maruti Baleno,5.12,12.2,4,Hatchback,Electric,Automatic,New,Sporty,Grey
Kia Seltos,31.16,23.8,5,SUV,CNG,Automatic,Excellent,Luxury,White
Toyota Glanza,4.75,22.3,4,Hatchback,CNG,Manual,Used,Luxury,Red
Hyundai Venue,26.11,13.3,5,SUV,Petrol,Automatic,Excellent,Luxury,Blue
Hyundai Creta,11.06,19.6,5,SUV,Electric,Manual,Used,Family,Blue
Mahindra Bolero,29.58,15.5,7,MUV,CNG,Automatic,Used,Sporty,Blue
Toyota Glanza,11.45,17.3,4,SUV,CNG,Manual,New,Sporty,Blue
Honda City,13.27,22.3,4,Sedan,Petrol,Automatic,New,Sporty,Grey
Tata Altroz,7.27,13.1,5,Hatchback,CNG,Manual,Excellent,Sporty,Red
Honda Amaze,10.66,18.4,4,Sedan,Hybrid,Manual,Used,Family,Black
Mahindra Scorpio,21.39,21.4,5,SUV,Diesel,Automatic,Excellent,Sporty,Grey
Toyota Fortuner,28.58,12.6,5,SUV,Hybrid,Manual,Excellent,Family,Black
Maruti Baleno,9.39,19.3,4,Hatchback,Petrol,Automatic,New,Luxury,Red
Mahindra Scorpio,27.89,14.6,5,SUV,Electric,Manual,Used,Family,Blue
Honda City,8.25,23.0,5,Sedan,Petrol,Automatic,New,Sporty,Silver
Kia Sonet,26.17,16.5,4,MUV,Diesel,Manual,New,Family,Black
Renault Kiger,33.51,23.4,5,SUV,Electric,Automatic,Used,Family,Blue
Tata Altroz,6.29,13.7,5,Hatchback,CNG,Manual,New,Sporty,Red
Honda City,8.21,14.4,4,Sedan,Electric,Automatic,New,Sporty,White
Honda Amaze,10.29,21.0,5,Sedan,Electric,Automatic,Excellent,Luxury,Red
Renault Triber,18.49,22.0,7,MUV,Hybrid,Manual,Excellent,Sporty,Silver
Renault Kiger,19.56,14.3,5,SUV,Electric,Automatic,New,Sporty,Red
Hyundai Venue,20.4,13.1,5,SUV,CNG,Manual,Used,Luxury,Silver
Kia Sonet,17.25,14.0,4,Sedan,Electric,Manual,New,Sporty,Grey
Maruti Baleno,6.15,23.2,4,Hatchback,Petrol,Manual,New,Luxury,Silver
Renault Triber,18.79,19.0,7,MUV,CNG,Automatic,Excellent,Sporty,Blue
Mahindra Bolero,28.96,17.4,7,MUV,Diesel,Automatic,New,Family,Blue
Toyota Fortuner,17.52,13.2,5,SUV,Hybrid,Manual,New,Sporty,White
Mahindra Scorpio,20.47,15.2,4,SUV,Petrol,Manual,Excellent,Family,Grey
Kia Seltos,12.15,15.9,5,SUV,Electric,Automatic,Excellent,Sporty,Red
Honda Amaze,13.44,20.5,4,Sedan,Electric,Automatic,Used,Family,Red
Toyota Glanza,8.94,21.3,4,Hatchback,Electric,Manual,Excellent,Sporty,Red
Kia Seltos,14.74,18.9,5,SUV,Petrol,Manual,New,Luxury,White
Renault Triber,26.66,14.0,7,MUV,Diesel,Manual,Excellent,Luxury,Black
Renault Triber,13.93,17.7,7,MUV,CNG,Automatic,Excellent,Sporty,Blue
Honda City,16.69,13.7,4,Sedan,Hybrid,Automatic,Excellent,Sporty,Black
Maruti Baleno,8.35,21.1,5,Hatchback,Hybrid,Manual,Excellent,Sporty,Red
Renault Kiger,11.48,16.8,5,SUV,Diesel,Manual,New,Luxury,Silver
Maruti Baleno,9.19,23.9,5,Hatchback,Electric,Manual,New,Sporty,Blue
Toyota Innova,28.68,17.1,7,MUV,Diesel,Automatic,Excellent,Luxury,Black
Maruti Swift,8.52,18.6,4,Hatchback,CNG,Manual,Excellent,Family,Grey
Maruti Ertiga,13.7,17.7,7,MUV,Petrol,Manual,Used,Luxury,White
Renault Triber,26.9,12.7,7,MUV,Hybrid,Automatic,Used,Luxury,White
Renault Kiger,29.37,19.0,4,SUV,Petrol,Manual,New,Sporty,White
Honda Amaze,15.67,15.3,4,Sedan,Petrol,Manual,Excellent,Luxury,Grey
Hyundai Verna,13.35,15.2,4,Sedan,Hybrid,Manual,Used,Luxury,Grey
Honda City,13.59,17.7,5,Sedan,Diesel,Automatic,Used,Family,Black
Kia Sonet,20.78,13.7,4,MUV,Petrol,Automatic,Used,Family,Black
Mahindra Scorpio,15.01,21.4,5,SUV,Diesel,Automatic,New,Family,Grey
Toyota Innova,27.9,12.3,7,MUV,Hybrid,Manual,Excellent,Family,Grey
Renault Triber,24.52,12.6,7,MUV,Petrol,Automatic,Used,Luxury,Black
Renault Kiger,28.19,12.4,5,SUV,Electric,Automatic,Used,Sporty,Grey
Kia Seltos,16.08,23.5,5,SUV,Petrol,Automatic,New,Sporty,Grey
Hyundai i20,6.04,21.5,4,Hatchback,Diesel,Manual,Used,Luxury,Blue
Honda Jazz,8.59,21.9,5,Hatchback,Electric,Manual,Used,Family,Blue
Maruti Dzire,12.19,21.0,5,Sedan,Electric,Automatic,Used,Sporty,Red
Maruti Baleno,7.02,14.3,4,Hatchback,CNG,Automatic,New,Luxury,Grey
Maruti Ertiga,16.04,13.8,7,MUV,CNG,Manual,Excellent,Sporty,Grey
Kia Seltos,31.3,20.4,4,SUV,Electric,Manual,Excellent,Family,Grey
Hyundai Creta,11.04,22.2,5,SUV,Hybrid,Automatic,Excellent,Sporty,Grey
Kia Sonet,10.97,23.0,5,SUV,Petrol,Manual,Excellent,Luxury,Blue
Mahindra Scorpio,26.63,23.9,5,SUV,Hybrid,Automatic,Used,Sporty,White
Hyundai Venue,12.62,23.0,4,SUV,Electric,Manual,New,Sporty,Silver
Maruti Ertiga,12.13,14.6,7,MUV,Hybrid,Automatic,New,Family,Silver
Hyundai Venue,16.39,15.9,5,SUV,Hybrid,Automatic,Used,Luxury,Black
Toyota Fortuner,15.57,17.5,4,SUV,Diesel,Automatic,Excellent,Sporty,Red
Renault Kiger,23.23,16.6,5,SUV,Petrol,Automatic,Excellent,Luxury,Blue
Maruti Dzire,13.65,21.5,5,Sedan,Petrol,Manual,New,Sporty,Red
Maruti Dzire,9.81,13.7,4,Sedan,Hybrid,Manual,Excellent,Sporty,Black
Kia Seltos,15.5,22.2,4,SUV,Electric,Automatic,Used,Luxury,Grey
Maruti Swift,4.53,19.0,4,Hatchback,Electric,Automatic,New,Family,Grey
Renault Triber,18.46,14.0,7,MUV,CNG,Automatic,Used,Family,Black
Maruti Baleno,9.63,15.5,5,Hatchback,Hybrid,Automatic,New,Family,Silver
Renault Kiger,29.63,16.7,5,SUV,Diesel,Automatic,New,Luxury,White
Tata Nexon,15.26,17.3,4,SUV,Petrol,Automatic,Used,Luxury,Blue
Tata Harrier,34.6,21.7,5,SUV,Hybrid,Manual,Excellent,Sporty,Black
Maruti Swift,7.49,24.0,4,Hatchback,CNG,Automatic,Excellent,Luxury,Blue
Mahindra Bolero,27.24,19.5,7,MUV,CNG,Automatic,Excellent,Luxury,Red
Honda Amaze,17.08,12.6,4,Sedan,Electric,Automatic,Excellent,Luxury,Silver
Renault Kiger,28.01,22.3,4,SUV,Electric,Automatic,New,Luxury,Black
Renault Kiger,23.29,15.1,4,SUV,Petrol,Manual,Excellent,Family,Grey
Honda Jazz,6.29,20.8,4,Hatchback,Diesel,Automatic,Used,Luxury,Red
Maruti Swift,6.09,23.2,4,Hatchback,Electric,Automatic,Used,Luxury,Red
Kia Seltos,16.64,22.9,4,SUV,Petrol,Manual,Excellent,Family,Blue
Maruti Baleno,4.48,12.9,4,Hatchback,Diesel,Manual,Used,Luxury,Silver
Tata Punch,19.73,23.0,5,MUV,Hybrid,Manual,Excellent,Sporty,Red
Kia Seltos,14.19,22.8,5,SUV,Hybrid,Automatic,Excellent,Family,Silver
Kia Sonet,7.61,21.5,5,Hatchback,Electric,Automatic,Excellent,Luxury,Black
Mahindra Scorpio,30.88,18.6,4,SUV,Diesel,Manual,Excellent,Luxury,Blue
Hyundai Verna,16.86,13.2,4,Sedan,Diesel,Automatic,Excellent,Family,Red
Tata Altroz,5.91,16.8,5,Hatchback,Electric,Automatic,Used,Luxury,Blue
Tata Harrier,12.31,20.2,4,SUV,Electric,Automatic,Excellent,Sporty,Red
Maruti Ertiga,23.66,14.3,7,MUV,Diesel,Manual,New,Family,Silver
Mahindra Bolero,27.79,20.3,7,MUV,CNG,Manual,New,Sporty,Silver
Honda Jazz,7.07,22.5,5,Hatchback,CNG,Manual,Excellent,Sporty,Black
Toyota Glanza,25.85,16.3,4,MUV,CNG,Automatic,New,Luxury,Black
Kia Sonet,14.56,16.3,4,Sedan,Electric,Automatic,Used,Sporty,White
Honda Amaze,15.88,16.5,4,Sedan,Hybrid,Automatic,Excellent,Luxury,Red
Maruti Swift,9.75,21.8,5,Hatchback,CNG,Manual,Used,Family,Silver
Toyota Fortuner,20.41,13.7,4,SUV,CNG,Manual,Used,Family,White
Honda Jazz,8.94,12.1,5,Hatchback,Diesel,Manual,Used,Sporty,White
Mahindra Scorpio,31.92,15.6,5,SUV,Diesel,Manual,Excellent,Family,Silver
Mahindra XUV700,11.51,22.5,4,SUV,Diesel,Manual,Used,Family,Black
Maruti Dzire,17.74,19.3,4,Sedan,Electric,Automatic,Used,Sporty,Silver
Hyundai i20,6.77,16.3,5,Hatchback,Petrol,Manual,Used,Luxury,Blue
Honda City,10.47,22.3,5,Sedan,Petrol,Manual,New,Sporty,Silver
Toyota Glanza,14.34,15.8,5,Sedan,Hybrid,Automatic,Used,Sporty,Black
Maruti Baleno,6.95,15.4,4,Hatchback,Hybrid,Manual,Used,Family,Red
Hyundai Venue,19.86,15.8,4,SUV,Electric,Manual,Excellent,Luxury,White
Kia Sonet,14.41,17.9,4,Sedan,CNG,Automatic,Used,Luxury,Blue
Hyundai Verna,17.76,14.5,5,Sedan,CNG,Manual,Excellent,Family,Silver
Hyundai Creta,12.71,21.7,4,SUV,Diesel,Manual,Used,Luxury,Black
Toyota Innova,20.53,13.6,7,MUV,Petrol,Manual,Excellent,Sporty,Blue
Honda Amaze,12.82,14.3,5,Sedan,Petrol,Automatic,Excellent,Luxury,Red
Mahindra XUV700,15.8,23.5,5,SUV,CNG,Automatic,Excellent,Family,Red
Mahindra Scorpio,19.68,15.4,4,SUV,Hybrid,Manual,Excellent,Luxury,Grey
Hyundai Verna,17.67,12.7,5,Sedan,Diesel,Manual,Excellent,Luxury,Blue
Hyundai Verna,13.36,23.7,4,Sedan,Hybrid,Automatic,New,Family,White
Mahindra Scorpio,28.44,17.1,4,SUV,Petrol,Automatic,Used,Family,Red
Tata Harrier,15.62,18.7,5,SUV,Electric,Automatic,Excellent,Luxury,White
Tata Harrier,15.79,23.7,4,SUV,Hybrid,Manual,New,Luxury,Silver
Hyundai Creta,32.02,22.3,5,SUV,Electric,Manual,Used,Sporty,Black
Tata Altroz,9.35,23.3,5,Hatchback,Hybrid,Automatic,New,Sporty,Red
Honda Jazz,8.06,19.0,5,Hatchback,Hybrid,Automatic,Excellent,Family,Black
Renault Triber,18.0,22.9,7,MUV,Electric,Manual,Used,Luxury,Silver
Hyundai Venue,28.97,16.1,4,SUV,CNG,Automatic,Excellent,Family,White
Hyundai Creta,28.99,17.7,5,SUV,CNG,Automatic,New,Luxury,Silver
Maruti Baleno,6.64,23.8,4,Hatchback,Diesel,Manual,New,Sporty,Blue
Mahindra Bolero,18.42,20.3,7,MUV,Hybrid,Automatic,Excellent,Sporty,Blue
Hyundai Verna,8.22,15.4,4,Sedan,Electric,Automatic,New,Family,White
Honda City,15.42,19.3,5,Sedan,CNG,Automatic,Excellent,Family,Red
Toyota Innova,19.29,13.1,7,MUV,Hybrid,Automatic,Excellent,Family,Blue
Renault Kiger,30.75,16.9,5,SUV,Hybrid,Manual,Excellent,Family,Black
Mahindra Scorpio,27.98,12.5,4,SUV,CNG,Manual,Excellent,Sporty,Black
Kia Seltos,32.49,15.6,4,SUV,Diesel,Manual,Used,Sporty,Grey
Maruti Ertiga,14.6,13.4,7,MUV,Diesel,Automatic,Excellent,Family,Red
Toyota Fortuner,24.7,20.3,4,SUV,Hybrid,Automatic,Excellent,Family,Black
Tata Punch,15.63,17.5,5,Sedan,Hybrid,Manual,Used,Family,Blue
Hyundai Creta,10.03,23.4,5,SUV,Diesel,Manual,New,Luxury,Black
Honda Jazz,4.09,18.7,5,Hatchback,Diesel,Manual,Used,Sporty,White
Toyota Fortuner,29.34,21.7,4,SUV,Hybrid,Manual,Used,Family,White
Hyundai i20,6.74,21.6,4,Hatchback,Diesel,Manual,New,Sporty,Silver
Hyundai Verna,8.46,16.2,5,Sedan,Electric,Automatic,Excellent,Family,White
Tata Altroz,6.16,14.8,4,Hatchback,Electric,Manual,Used,Family,White
Renault Triber,12.6,19.7,7,MUV,Diesel,Automatic,Used,Luxury,Red
Mahindra Scorpio,16.41,20.4,4,SUV,Diesel,Manual,New,Sporty,Black
Maruti Dzire,10.85,22.6,5,Sedan,Hybrid,Automatic,Excellent,Sporty,Red
Toyota Fortuner,24.64,16.2,4,SUV,Diesel,Manual,Used,Luxury,Grey
Tata Altroz,8.69,22.4,5,Hatchback,Petrol,Manual,Used,Luxury,Silver
Mahindra XUV700,20.86,23.4,4,SUV,CNG,Manual,Used,Luxury,White
Maruti Baleno,6.54,17.4,5,Hatchback,Electric,Manual,Excellent,Luxury,Grey
Tata Nexon,15.01,15.4,5,SUV,Petrol,Manual,Excellent,Luxury,Red
Maruti Dzire,13.43,16.4,4,Sedan,Electric,Manual,New,Family,Black
Tata Harrier,26.62,19.0,5,SUV,CNG,Manual,New,Family,Blue
Kia Sonet,19.33,17.5,4,SUV,Electric,Manual,Used,Luxury,Red
Kia Seltos,23.35,19.0,4,SUV,CNG,Automatic,Used,Sporty,Silver
Honda City,14.27,14.5,5,Sedan,Electric,Manual,Used,Luxury,Silver
Honda Amaze,13.18,14.5,5,Sedan,Diesel,Manual,Used,Sporty,Black
Mahindra Scorpio,13.41,22.7,5,SUV,Electric,Manual,New,Family,Blue
Maruti Baleno,5.66,19.6,5,Hatchback,Petrol,Automatic,Used,Luxury,White
Toyota Fortuner,20.89,21.4,4,SUV,Electric,Manual,Excellent,Luxury,Grey
Hyundai Venue,27.38,23.9,4,SUV,Hybrid,Manual,New,Sporty,Red
Mahindra Scorpio,32.35,15.8,4,SUV,Electric,Manual,Used,Luxury,Blue
Kia Seltos,30.15,15.8,4,SUV,Diesel,Automatic,Used,Sporty,Grey
Maruti Swift,7.32,16.3,5,Hatchback,Petrol,Manual,Used,Luxury,White
Tata Nexon,15.27,13.4,5,SUV,Diesel,Manual,New,Luxury,White
Renault Triber,12.1,23.3,7,MUV,Petrol,Automatic,Used,Family,Grey
Maruti Swift,8.24,22.0,5,Hatchback,CNG,Manual,New,Luxury,White
Kia Sonet,24.54,22.1,4,SUV,Electric,Automatic,Excellent,Family,Black
Tata Punch,13.53,14.4,5,SUV,CNG,Manual,New,Sporty,White
Tata Altroz,6.04,13.9,4,Hatchback,Hybrid,Automatic,Excellent,Luxury,White
Hyundai Venue,12.97,13.6,5,SUV,Electric,Automatic,Excellent,Sporty,Silver
Mahindra Scorpio,15.03,22.1,5,SUV,Petrol,Automatic,Excellent,Family,Black
Honda Amaze,17.05,16.2,5,Sedan,Diesel,Automatic,Excellent,Sporty,Red
Renault Kiger,17.51,17.5,4,SUV,Diesel,Manual,Used,Family,Silver
Tata Nexon,10.1,19.6,5,SUV,CNG,Manual,Excellent,Sporty,Blue
Toyota Fortuner,31.16,12.4,4,SUV,Hybrid,Automatic,Used,Family,Silver
Kia Seltos,10.91,19.4,5,SUV,Diesel,Automatic,Used,Sporty,Grey
Renault Triber,28.09,19.3,7,MUV,Diesel,Manual,Excellent,Sporty,Blue
Hyundai Verna,11.76,22.7,4,Sedan,CNG,Manual,Excellent,Sporty,Silver
Toyota Innova,19.32,16.7,7,MUV,Electric,Automatic,Excellent,Family,Red
Hyundai Creta,31.54,14.5,5,SUV,Diesel,Automatic,Used,Family,White
Renault Triber,18.26,13.9,7,MUV,Diesel,Manual,New,Luxury,White
Hyundai Creta,22.57,13.5,4,SUV,Electric,Automatic,Excellent,Family,Blue
Renault Kiger,33.89,21.7,4,SUV,Diesel,Automatic,New,Sporty,Black
Kia Sonet,7.55,22.9,4,Hatchback,Petrol,Manual,New,Luxury,Black
Honda Jazz,9.63,13.3,5,Hatchback,CNG,Automatic,New,Family,Grey
Mahindra Bolero,11.03,22.1,7,MUV,Petrol,Automatic,Excellent,Family,Black
Mahindra Scorpio,12.03,15.9,4,SUV,Diesel,Manual,New,Luxury,Grey
Hyundai Venue,29.83,14.8,5,SUV,Petrol,Manual,Excellent,Sporty,Grey
Mahindra Scorpio,25.69,21.5,5,SUV,CNG,Manual,Used,Family,Red
Honda City,13.65,18.8,4,Sedan,Diesel,Automatic,Excellent,Luxury,Silver
Honda Jazz,6.08,22.1,4,Hatchback,CNG,Automatic,Used,Luxury,White
Maruti Ertiga,19.67,23.7,7,MUV,Hybrid,Manual,New,Family,Grey
Honda Amaze,18.0,14.4,4,Sedan,CNG,Automatic,Used,Family,Red
Mahindra Bolero,17.28,14.5,7,MUV,Electric,Automatic,Excellent,Sporty,Silver
Hyundai i20,8.09,18.2,5,Hatchback,Hybrid,Automatic,Excellent,Sporty,Grey
Hyundai i20,4.49,16.9,5,Hatchback,Petrol,Automatic,Used,Sporty,Red
Kia Seltos,31.08,23.6,5,SUV,Hybrid,Manual,Excellent,Family,Silver
Kia Sonet,4.87,14.1,5,Hatchback,Petrol,Manual,Used,Sporty,Red
Renault Triber,18.46,18.5,7,MUV,Hybrid,Automatic,New,Sporty,Grey
Hyundai i20,7.8,18.9,5,Hatchback,CNG,Automatic,New,Sporty,White
Mahindra Bolero,26.04,18.0,7,MUV,Petrol,Automatic,Excellent,Family,Grey
Mahindra Bolero,17.77,13.0,7,MUV,Petrol,Manual,Excellent,Luxury,White
Toyota Innova,25.98,12.9,7,MUV,Electric,Automatic,Excellent,Luxury,Black
Kia Seltos,31.23,12.7,4,SUV,Hybrid,Automatic,Used,Family,Red
Mahindra Scorpio,14.6,12.3,4,SUV,Petrol,Automatic,Excellent,Luxury,Blue
Toyota Glanza,11.77,21.4,5,SUV,Petrol,Automatic,Excellent,Luxury,Grey
Mahindra XUV700,19.3,13.5,4,SUV,Petrol,Automatic,Used,Family,Grey
Mahindra Bolero,11.68,17.5,7,MUV,CNG,Manual,Excellent,Family,Red
Renault Kiger,12.67,17.0,5,SUV,Diesel,Manual,Excellent,Family,Blue
Hyundai Venue,14.33,17.9,5,SUV,Hybrid,Automatic,Used,Sporty,Blue
Toyota Glanza,17.59,13.4,4,Sedan,Electric,Manual,Excellent,Sporty,Grey
Honda Jazz,6.8,16.5,4,Hatchback,Petrol,Manual,Excellent,Family,Red
Mahindra Scorpio,17.49,22.2,5,SUV,CNG,Manual,Used,Sporty,Blue
Maruti Baleno,9.47,23.8,4,Hatchback,CNG,Automatic,Excellent,Sporty,White
Renault Triber,20.45,18.8,7,MUV,Hybrid,Automatic,Excellent,Family,Black
Toyota Innova,22.16,21.5,7,MUV,CNG,Automatic,Excellent,Family,Black
Mahindra XUV700,31.51,21.2,5,SUV,Diesel,Manual,Excellent,Family,Black
Maruti Swift,5.78,12.4,5,Hatchback,Hybrid,Automatic,Used,Family,White
Maruti Ertiga,19.55,13.5,7,MUV,Diesel,Automatic,Excellent,Family,Red
Toyota Glanza,32.63,23.8,5,SUV,Petrol,Manual,New,Sporty,Silver
Hyundai Verna,15.61,23.0,4,Sedan,CNG,Manual,New,Sporty,Red
Maruti Ertiga,22.28,15.2,7,MUV,CNG,Manual,New,Sporty,Red
Hyundai i20,8.3,20.0,4,Hatchback,Petrol,Automatic,New,Sporty,Grey
Tata Nexon,19.04,22.3,4,SUV,Hybrid,Manual,Excellent,Sporty,Blue
Maruti Swift,7.81,23.0,5,Hatchback,Petrol,Automatic,Used,Luxury,Red
Hyundai i20,8.74,12.2,4,Hatchback,Diesel,Manual,New,Family,White
Hyundai Creta,30.44,13.0,5,SUV,Electric,Automatic,Excellent,Sporty,Black
Honda Amaze,14.57,20.4,5,Sedan,CNG,Manual,New,Sporty,Black
Renault Kiger,17.05,16.3,4,SUV,Electric,Manual,Used,Family,Silver
Renault Triber,22.77,16.5,7,MUV,Diesel,Manual,New,Family,White
Renault Triber,11.69,18.7,7,MUV,Hybrid,Automatic,Used,Sporty,Silver
Renault Triber,26.99,18.8,7,MUV,Electric,Automatic,New,Family,Red
Toyota Glanza,11.53,19.0,5,Sedan,Diesel,Automatic,New,Family,Black
Mahindra Scorpio,28.2,20.3,4,SUV,Electric,Manual,Used,Family,Black
Toyota Innova,26.17,15.6,7,MUV,Hybrid,Automatic,Excellent,Luxury,Black
Honda Amaze,13.89,22.4,5,Sedan,Electric,Automatic,New,Sporty,Black
Toyota Fortuner,33.76,16.4,5,SUV,Petrol,Automatic,New,Family,Grey
Toyota Fortuner,22.01,21.4,4,SUV,CNG,Manual,Excellent,Family,White
Tata Harrier,11.94,13.9,5,SUV,Diesel,Automatic,Used,Luxury,Grey
Honda City,9.69,14.8,5,Sedan,CNG,Automatic,Excellent,Luxury,Silver
Kia Seltos,16.38,21.6,4,SUV,Petrol,Automatic,Excellent,Luxury,Red
Honda Amaze,13.66,15.9,4,Sedan,CNG,Automatic,Excellent,Sporty,Silver
Mahindra XUV700,23.5,14.0,5,SUV,Petrol,Manual,New,Sporty,Black
Honda Amaze,12.83,19.5,4,Sedan,Electric,Automatic,Excellent,Family,Silver
Kia Sonet,21.53,20.6,4,SUV,Electric,Manual,Used,Family,White
Toyota Glanza,5.99,15.6,5,Hatchback,Diesel,Manual,New,Luxury,Red
Honda Jazz,4.33,21.3,5,Hatchback,Diesel,Manual,New,Sporty,Grey
Mahindra Scorpio,24.96,16.5,5,SUV,CNG,Manual,Used,Family,Red
Tata Altroz,4.91,20.7,5,Hatchback,Hybrid,Automatic,Excellent,Luxury,Silver
Toyota Glanza,5.2,21.5,4,Hatchback,Electric,Manual,Used,Family,Grey
Tata Nexon,25.89,13.0,5,SUV,Diesel,Manual,New,Luxury,Silver
Renault Kiger,26.27,23.3,5,SUV,Petrol,Automatic,New,Family,Red
Hyundai i20,6.53,19.0,5,Hatchback,Hybrid,Automatic,Excellent,Family,White
Tata Nexon,12.19,21.2,4,SUV,Petrol,Manual,Excellent,Luxury,Silver
Toyota Innova,27.41,15.2,7,MUV,Electric,Manual,Excellent,Sporty,Red
Toyota Innova,14.1,13.0,7,MUV,Diesel,Automatic,Excellent,Luxury,Blue
Renault Triber,20.32,18.1,7,MUV,Diesel,Automatic,Used,Luxury,Silver
Mahindra Bolero,18.02,23.7,7,MUV,CNG,Manual,Used,Sporty,Blue
Maruti Dzire,11.82,23.5,5,Sedan,CNG,Automatic,Used,Sporty,Grey
Renault Triber,24.31,23.5,7,MUV,Petrol,Automatic,Excellent,Sporty,Red
Honda Amaze,15.28,13.4,4,Sedan,CNG,Manual,Used,Sporty,Grey
Mahindra XUV700,21.37,13.7,5,SUV,CNG,Manual,Used,Luxury,Grey
Hyundai i20,4.16,15.9,5,Hatchback,Petrol,Automatic,New,Luxury,Silver
Renault Triber,20.3,13.9,7,MUV,Electric,Automatic,New,Family,White
Mahindra XUV700,17.0,18.6,4,SUV,Electric,Manual,New,Sporty,Black
Renault Kiger,17.39,18.9,5,SUV,Diesel,Manual,Used,Luxury,Black
Tata Punch,33.3,19.5,4,SUV,Diesel,Manual,New,Family,Black
Kia Sonet,12.14,18.5,5,SUV,Hybrid,Automatic,Used,Luxury,Blue
Kia Sonet,10.39,21.7,4,MUV,Electric,Manual,Used,Luxury,Silver
Hyundai Creta,30.03,12.1,5,SUV,Electric,Automatic,Excellent,Luxury,Red
Tata Punch,19.92,12.8,4,SUV,Diesel,Automatic,Used,Luxury,Red
Kia Sonet,7.28,13.5,5,Hatchback,Petrol,Manual,Used,Luxury,White
Maruti Ertiga,12.09,21.4,7,MUV,Hybrid,Manual,Excellent,Family,Blue
Hyundai Creta,31.64,13.7,4,SUV,Petrol,Automatic,New,Luxury,Grey
Tata Altroz,7.46,12.4,5,Hatchback,Diesel,Manual,Excellent,Luxury,Red
Tata Nexon,14.28,21.2,5,SUV,Electric,Automatic,New,Family,Grey
Toyota Innova,24.78,20.4,7,MUV,Diesel,Automatic,Excellent,Luxury,Red
Honda City,10.95,13.2,5,Sedan,Diesel,Automatic,Used,Family,Red
Mahindra Bolero,26.32,12.5,7,MUV,CNG,Manual,Used,Luxury,Black
Hyundai i20,5.31,18.0,5,Hatchback,Petrol,Manual,New,Family,Grey
Maruti Baleno,8.88,16.6,5,Hatchback,CNG,Automatic,Excellent,Sporty,White
Kia Seltos,34.21,22.7,4,SUV,Petrol,Manual,New,Family,White
Mahindra XUV700,33.66,20.9,5,SUV,CNG,Manual,Excellent,Family,White
Maruti Ertiga,17.21,13.1,7,MUV,Electric,Automatic,Excellent,Sporty,Blue
Mahindra XUV700,20.91,18.8,4,SUV,CNG,Automatic,New,Sporty,Black
Kia Sonet,17.66,21.9,4,Sedan,Electric,Manual,Excellent,Family,White
Kia Sonet,7.88,19.4,4,Hatchback,Diesel,Automatic,Used,Sporty,Grey
Hyundai i20,6.24,20.7,5,Hatchback,Diesel,Manual,New,Family,White
Honda City,10.76,12.6,4,Sedan,Hybrid,Manual,New,Luxury,Grey
Renault Triber,14.53,18.5,7,MUV,Electric,Manual,New,Family,Grey
Toyota Fortuner,11.18,12.5,5,SUV,Hybrid,Manual,Excellent,Family,Red
Honda Amaze,13.72,14.3,5,Sedan,Hybrid,Manual,Used,Family,Blue
Renault Kiger,34.51,16.3,4,SUV,CNG,Automatic,New,Family,Red
Renault Triber,12.1,12.0,7,MUV,Hybrid,Automatic,Excellent,Luxury,Grey
Renault Kiger,27.2,13.1,4,SUV,CNG,Manual,New,Luxury,Blue
Renault Kiger,21.83,20.6,5,SUV,Diesel,Manual,New,Family,Blue
Maruti Dzire,11.0,13.8,5,Sedan,Hybrid,Manual,New,Family,Black
Kia Seltos,18.65,21.5,5,SUV,Petrol,Automatic,New,Sporty,Black
Honda Amaze,17.8,23.3,5,Sedan,Hybrid,Automatic,New,Sporty,Silver
Maruti Baleno,9.48,14.3,4,Hatchback,Electric,Manual,Used,Luxury,White
Renault Triber,18.27,18.9,7,MUV,Petrol,Automatic,Used,Sporty,Grey
Kia Seltos,13.75,22.2,5,SUV,CNG,Automatic,Used,Luxury,Red
Maruti Ertiga,11.1,23.2,7,MUV,Electric,Automatic,Used,Sporty,Red
Hyundai i20,9.52,22.5,5,Hatchback,Diesel,Manual,Used,Luxury,White
Toyota Fortuner,19.65,16.2,4,SUV,Petrol,Automatic,Used,Family,Black
Kia Seltos,31.99,15.6,5,SUV,Diesel,Automatic,Excellent,Sporty,Grey
Honda City,16.76,15.2,4,Sedan,Petrol,Manual,New,Family,Blue
Mahindra XUV700,23.09,12.2,4,SUV,Electric,Manual,Used,Luxury,White
